Catalyst Products Export 
Report Generated at: Tue Oct 14 2025 23:46:23 GMT+0800 (China Standard Time)
ASIN,Product Name,Brand,Category,Revenue (Monthly),Units Sold (Monthly),Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight,Variant Differences
"B0FJ5RN5S7","Bella's Friends Handy Mini Tumbler – Adorable 9 oz Toddler Sippy Cup  Stainless Interior & Silicone Body  Leak‑Proof  Dishwasher Safe  Gift for 1-3 Years Old Girls & Boys  2 Pack  Lilac & Peony","Bella's Friends","Baby","$54,049.49","2,351","$22.99","$8.99","$14.00","1,998","32","7","2","07/19/2025","PowerShop-US","4.6","3.54 x 5.12 x 5.83 in","Large standard","0.99 lb","Color"
"B0FF98HT2K","Momcozy Portable Breast Milk Cooler for Travel  24H Ice-Free Cooling Breastmilk Storage Bottles Container  12oz Leak Proof Outdoor Small Freezer  Baby Breastfeeding Essential Gift for New Moms","Momcozy","Baby","$157,233.79","2,621","$59.99","$16.04","$43.95","2,017","35","7","1","06/24/2025","Momcozy Official Store","4.6","4.8 x 5.67 x 10.83 in","Large standard","2.469 lb","N.A."
"B0D12HSNNC","NTAOHAMPER Laundry Hamper  Elephant laundry Basket  Nursery Hamper  Waterproof Storage Bin for Bedroom  Clothes Organizer Basket  Room Decor(Blue Elephant)","NTAOHAMPER","Baby","$33,150.48","2,552","$12.99","$9.94","$3.05","2,020","43","7","1","04/07/2024","NTAOLOVE","4.7","1.14 x 12.8 x 16.42 in","Large standard","0.73 lb","Color"
"B0BLP7JVZK","NaturalCozy Storage Cubes 11 Inch Cotton Rope Woven Baskets for Organizing  3-Pack | Cube Storage Bin | Square Storage Baskets for Shelves Organizer  Classroom  Kids Toy Bins  Closet  Baby Nursery","NaturalCozy","Baby","$91,289.97","2,403","$37.99","$15.05","$22.94","2,089","16","9","1","11/07/2022","Bestsellr","4.8","7.28 x 11.06 x 12.83 in","Large standard","5.311 lb","Color"
"B0CJXN7KK6","Forbena Blue Toddler Boys Toilet Potty Training Seat with Step Stool Ladder  Baby Child Kids Adjustable Height Sturdy Potty Seat with Soft Cushion and Comfortable Handles (White and Blue)","Forbena","Baby","$78,064.74","2,742","$28.47","$14.02","$14.45","2,131","43","7","1","09/27/2023","Forbena US","4.7","5.47 x 13.27 x 16.57 in","Large standard","3.62 lb","Color"
"B09V5RSDDF","Terra Bamboo Water Baby Wipes: 99.7% Pure New Zealand Water  100% Biodegradable Bamboo Fiber  0% Plastic  Unscented Baby Wipes for Sensitive Skin  12 Packs of 70 Wipes","Terra","Baby","$234,103.80","2,807","$83.40","$25.38","$58.02","2,158","48","7","2","07/27/2023","Amazon.com","4.2","6.85 x 8.98 x 15.07 in","Large standard","18.391 lb","Size Name, Style Name"
"B0FDVH3Y3V","Snuggle Me® Baby Lounger Curve (0-6 Months) - Premium Organic Cotton with Foam Core  Machine-Washable Cover  Buttery-Soft & Breathable Infant Lounger with Travel Bag (30 in x 20 in x 1.9 in) - Slate","snuggle me","Baby","$248,019.33","2,067","$119.99","$31.64","$88.35","2,172","45","7","1","06/20/2025","Snuggle Me Organic","4.2","29.5 x 19 x 1.9 in","Large bulky","2.251 lb","Color"
"B0D33WHS2M","Splash About Happy Nappy Reusable Swim Diaper  Red  3-6 Months","Splash About","Baby","$30,144.00","2,355","$12.80","$8.43","$4.37","2,173","14","5","1","05/30/2024","SplashAbout","4.2","1.22 x 9.449 x 11.142 in","Large standard","0.154 lb","Color Name, Size Name"
"B0D9LM6STN","FLXXIE 2 Pack Microfiber Toddler Pillowcases  14x20 Inches Fits Pillow Sized 12x16  13x18 or 14x20  Soft and Cozy Small Travel Pillow Covers with Envelope Closure  Dark Green","FLXXIE","Baby","$19,391.43","2,157","$8.99","$4.81","$4.18","2,202","11","7","1","07/17/2024","FLXXIE BEDDING","4.4","0.47 x 8.58 x 11.65 in","Small standard","0.291 lb","Color Name, Size Name"
"B09RTNVK34","Marvel Captain America Red  White  and Blue 4 Piece Toddler Bed Set - Comforter  Fitted Bottom Sheet  Flat Top Sheet and Reversible Pillowcase","Disney","Baby","$47,332.45","2,255","$20.99","$11.70","$9.29","2,205","16","7","1","02/04/2022","Amazon.com","4.4","4.646 x 12.047 x 12.087 in","Large standard","1.821 lb","Color Name, Size Name"
"B0BWF5KX4G","Mecc ecoh Baby Bassinet Mattress  100% Breathable Cover  Water-Resistant Lining  Hourglass 30""x18""x2"" Fit for Halo BassiNest Bassinet Series","Mecc ecoh","Baby","$78,021.35","2,365","$32.99","$14.38","$18.61","2,273","42","7","2","02/21/2023","Mecc Ecoh","4.6","7.87 x 8.35 x 16.26 in","Large standard","1.94 lb","Color, Size"
"B0DPMJ7MV8","NaturalCozy Storage Cubes 9”x9”x7”Cotton Rope Woven Baskets for Organizing 3-Pack | 9 Inch Cube Storage Bin | Small Basket for Shelf Nursery  Pantry  Decorative Plant  Bathroom Closet  Toy Gift","NaturalCozy","Baby","$67,365.58","2,042","$32.99","$13.18","$19.81","2,284","10","8","1","12/05/2024","Bestsellr","5.0","6.89 x 8.58 x 8.98 in","Large standard","2.65 lb","Color"
"B0FMS8X5M2","Nanit Essentials Smart Baby Monitor with Wall Mount – 1080p HD Wi-Fi Camera  Sleep Tracking  Two-Way Audio  Night Vision  Sound & Motion Notifications  White","Nanit","Baby","$603,584.91","1,509","$399.99","$73.26","$326.73","2,299","2","5","1","08/18/2025","Amazon.com","5.0","9.29 x 9.45 x 12.28 in","Large bulky","5.11 lb","N.A."
"B0CC2CSKPF","Bassinet Sheet 4 Pack for Baby Girls  Bassinet Sheets Universal Fit for Rectangle  Oval  Hourglass Bassinet Pad/Mattress  Stretchy Bassinet Sheets  Pink Print","SPRINGSPIRIT","Baby","$41,851.67","1,723","$24.29","$8.23","$16.06","2,305","21","7","1","07/17/2023","Biloban","4.8","0.71 x 10.91 x 13.7 in","Small standard","0.82 lb","Color Name, Size Name"
"B0DLXZ4KQ7","GORILLA GRIP Slip Resistant Soft Washable Stain Resistant Area Rug 8x10  Plush Thick Carpet for Bedroom Living Room  No Shed Floor Rugs  Pet Friendly  Dorm Essential  Kid Nursery Home Decor  Dark Gray","GORILLA GRIP","Baby","$159,570.84","1,716","$92.99","$33.67","$59.32","2,307","20","9","1","08/11/2025","GORILLA COMMERCE","4.4","12 x 17 x 17 in","Large bulky","23.499 lb","Color Name, Size Name"
"B08NF6GYPG","Green Sprouts Baby Girls Pull-Up Reusable and Toddler Swim Diaper  Navy Blooms  12-18 Month US","Green Sprouts","Baby","$30,550.54","2,446","$12.49","$7.85","$4.64","2,310","39","5","1","12/21/2020","Amazon.com","4.7","1.732 x 8.346 x 8.465 in","Large standard","0.198 lb","Color Name, Size Name"
"B0DSSNJKQD","Hudson Baby Infant Girl Cotton Bib and Sock Set  So Loved Roses  One Size","Hudson Baby","Baby","$10,303.15","1,441","$7.15","$6.66","$0.49","2,312","2","3","2","01/11/2025","Amazon.com","5.0","2.205 x 6.969 x 11.339 in","Large standard","0.28 lb","Color, Size"
"B0FCF956MJ","Yoofoss Baby Sleep Sack 6-12 Months  1.5 Tog Sleep Sack  Fleece Baby Wearable Blanket with 2-Way Zipper  Infant Sleeping Sack  Soft Warm Lightweight(Small)","Yoofoss","Baby","$36,801.84","1,416","$25.99","$10.76","$15.23","2,323","31","7","1","06/09/2025","ruijia","4.8","4.37 x 7.01 x 10.08 in","Large standard","0.95 lb","Color Name, Size Name"
"B0CWPMCVS2","YOcity Headband Holder for Girls Baby Head Bands Hair Accessories Organizer Storage Wall Hanging Decor for Nursery Toddler Girls Room(White)","YOcity","Baby","$19,739.20","2,080","$9.49","$5.79","$3.70","2,333","18","5","1","02/28/2024","YOcity US","4.4","1.496 x 3.622 x 14.055 in","Large standard","0.551 lb","Color"
"B0BC4GJMT8","Hudson Baby Unisex Baby Animal Face Security Blanket  Elf  One Size","Hudson Baby","Baby","$33,365.43","1,757","$18.99","$10.84","$8.15","2,346","4","5","2","08/27/2022","Amazon","5.0","3.386 x 9.567 x 13.937 in","Large standard","0.56 lb","Color, Size"
"B0F2JLMMZC","BABY PROOF ME Magnetic Safety Lock Kit 24 Locks + 6 Keys  3M Adhesive Easy Installation  Baby Proofing Magnetic Locks for Cabinets and Drawers","Baby Proof Me","Baby","$65,318.25","1,635","$39.95","$12.75","$27.20","2,355","1","8","1","03/26/2025","Baby Proof Me","5.0","2.09 x 5.51 x 11.1 in","Large standard","1.87 lb","Size Name"
"B0FJ1B1GS5","Upairy Training Pants Potty Training Underwear for Boys Girls Toddler Potty Pants for 2T-5T Soft Absorbent & Leak-Proof with Characters  100% Cotton Washable (10PCS L)","FvoYaPee","Baby","$96,770.49","2,251","$42.99","$13.21","$29.78","2,357","18","6","1","07/18/2025","FvoYaPee","4.8","2.677 x 9.291 x 10.039 in","Large standard","1.025 lb","Color Name, Size Name"
"B0D989PP2K","Hudson Baby Unisex Baby Cotton Flannel Burp Cloths 4-Pack  Retro Dinosaur  One Size","Hudson Baby","Baby","$13,856.36","1,988","$6.97","$6.64","$0.33","2,399","2","3","2","07/11/2024","Amazon.com","4.0","1.34 x 7.87 x 12.52 in","Large standard","0.509 lb","Color Name, Size Name"
"B0CY2Q9F29","VitalCozy 4 Pcs Fleece 30"" x 40"" 3D Fluffy Baby Blanket for Boys Nursery Little Girl Infant or Newborn Receiving Swaddling Blankets(Light Color)","VitalCozy","Baby","$42,233.10","1,690","$24.99","$10.79","$14.20","2,403","37","7","1","03/14/2024","Luaammi","4.7","2.09 x 10.39 x 15.2 in","Large standard","2.141 lb","Color Name"
"B0C4H9S9DM","Joypony Baby Play Mat  79"" X 71"" X 0.6"" Extra Large & Thick Reversible Foldable Play Mats for Babies and Toddlers  Anti-Slip Portable Baby Floor Mat for Tummy Time  Baby Mat for Floor with Travel Bag","Joypony","Baby","$117,233.25","1,675","$69.99","$31.74","$38.25","2,415","34","7","1","05/06/2023","Joypony","4.0","6.75 x 16.4 x 36 in","Large bulky","5.549 lb","Pattern, Size"
"B0FHBBTK6W","Dream On Me Nap Nest Crib and Toddler eco-Friendly & Waterproof Mattress  88 Interwoven coils and Plush Fiber for Balanced Support","Dream On Me","Baby","$64,127.20","1,136","$56.45","$67.27","N.A.","2,416","3","7","1","07/11/2025","Amazon.com","5.0","7 x 28 x 53 in","Extra-large","14.599 lb","Color Name, Size Name"
"B0FDKGXZHK","PeraBella Diaper Caddy Organizer with Handle  Baby Shower Gifts Basket Bag  Registry Search Must Haves Items  Nursery Storage Organizer for Newborn Girl Boy  Baby Bag Essentials  Car Diaper Caddy Cart","PeraBella","Baby","$42,511.25","1,775","$23.95","$11.20","$12.75","2,443","39","9","1","06/18/2025","The Sinars Company","4.8","2.72 x 8.62 x 16.69 in","Large standard","0.97 lb","Color, Size"
"B0FHD9VTNB","Baby Girls Mini Witch Hat Headband Infant Toddler Glitter Bow Tulle Party Hair Accessories Orange","JiaDuo","Baby","$11,958.03","1,197","$9.99","$4.70","$5.29","2,479","6","5","1","07/12/2025","JiaDuo-USA","4.6","3.03 x 3.15 x 3.35 in","Large standard","0.04 lb","Color"
"B0D6BFQXCZ","4-Pack Fitted Pack and Play Sheets for Boys and Girls - Breathable  Soft Microfiber Baby Sheets in Grey and Pink","Biloban","Baby","$33,795.30","1,470","$22.99","$7.50","$15.49","2,481","14","7","1","06/13/2023","Biloban","4.9","N.A.","Small standard","N.A.","Color Name, Size Name"
"B0DXNV7PGT","Maxuni Storage Cubes 11 Inch Storage Bins-3Pack  Cotton Rope Woven Baskets for Organizing  Baskets for Gifts Empty  Square Storage Baskets for Shelves Classroom  Kids Toy Bins  Closet  Baby Nursery","Maxuni","Baby","$41,426.22","1,518","$27.29","$13.28","$14.01","2,485","30","7","1","02/19/2025","MAXLIGHTING","4.7","6.89 x 11.42 x 12.17 in","Large standard","4.89 lb","Color Name, Size Name"
"B0F1F6DM37","Konssy Baby Girl Newborn Receiving Blanket with Headband Set Baby Swaddle Nursery Swaddle Wrap","Konssy","Baby","$30,562.51","2,549","$11.99","$6.69","$5.30","2,513","9","5","1","03/14/2025","Konssy","4.8","1.93 x 5.59 x 5.83 in","Large standard","0.331 lb","Color Name"
"B0CV3Y8G1M","Safety 1st Light Zoom Nail Clippers  One Size & Fold-Up Nail Clipper  2-Count - Colors May Vary","Safety 1st","Baby","$23,978.08","2,168","$11.06","$5.71","$5.35","2,534","2","6","1","02/06/2024","Amazon.com","5.0","N.A.","Small standard","N.A.","Style Name"
